ID,Title,Description,Price,Created At,City
43424153,انفوغرافيك مونتاج و مساعدة في عيادة ,عيادة الرعاية تبحث عن مساعدة في العيادة و تتقن المونتاج فيديو بالهاتف والانفوغرافيك,20000.0,2024-08-22T19:42:29.639348Z,Hussein dey
43423973,Développeur PHP Angular (80 % front end) Full télétravail ingénieur informaticien,"Ingénieur PHP Angular (80 % front end) Full télétravail (H/F)

Contrat: CDI 
Salaire : 3750 € - 4150 €  / mois
Contrat de 35 heures / semaine
Avantages : Télétravail / Mutuelle / Formation

Pour plus d'informations veuillez nous rejoindre sut Telegram:
Télétravail DZ",950000.0,2024-08-22T19:32:08.891494Z,Alger centre
43420274, Informaticien Développeur / Ingénieur en Automatique (H/F),"Titre du poste : Informaticien Développeur / Ingénieur en Automatique (H/F)
Lieu : Alger / Hydra / Sidi Yahia
Type de contrat : CDI / CDD

À propos de nous :
Notre société, PADA DZ, est un acteur clé dans le domaine technologique. Nous nous engageons à l'innovation et à l'excellence, et nous recherchons un spécialiste talentueux qui maîtrise à la fois l'informatique et l'automatisation, ou qui excelle dans l'une de ces disciplines tout en ayant acquis des connaissances solides dans l'autre. Une expertise en robotique est également souhaitée.

Missions :
-Concevoir, développer et maintenir des applications mobiles sur différentes plateformes (iOS, Android).
-Créer, gérer et optimiser des sites web pour garantir une expérience utilisateur optimale.
-Développer et implémenter des systèmes d'automatisation et des solutions robotiques pour optimiser les processus de l'entreprise.
-Programmer, configurer et mettre en œuvre des systèmes robotiques pour diverses applications industrielles et technologiques.
-Assurer la maintenance et le support des systèmes informatiques, automatisés, et robotiques existants.
-Diagnostiquer et résoudre les problèmes techniques rencontrés par les utilisateurs.
-Gérer les réseaux informatiques et automatisés, en assurant leur sécurité.
-Collaborer avec les autres départements pour améliorer l'efficacité des processus technologiques et de production.
Profil recherché :

-Diplôme en informatique, en automatique, en robotique, ou dans un domaine connexe.
-Expérience avérée en développement d'applications mobiles, de sites web, en systèmes d'automatisation, et en robotique.
-Maîtrise des langages de programmation , avec une capacité à programmer des systèmes robotiques.
-Connaissance des systèmes d'exploitation (Windows, Linux), des réseaux, et des systèmes d'automatisation et de robotique.
-Bonnes compétences en résolution de problèmes complexes liés à l'automatisation et à la robotique.
-Capacité à travailler de manière autonome et en équipe.
Ce que nous offrons :
-Un environnement de travail dynamique et stimulant.
-Opportunités de développement professionnel.
-Avantages sociaux compétitifs.
Comment postuler :
Veuillez envoyer votre CV, une lettre de motivation, ainsi que tout projet personnel pertinent vous avez la Possibilité de présenter des projets personnels démontrant vos compétences en informatique, automatisation et robotique. à 
servicesecretariat24@gmail.com.",,2024-08-22T16:26:48.918959Z,Hydra
43379036,Unity3d developer ,"We are looking for unity3d developer with a good knowledge in Linux and desktop app development 
who is interested please send your portfolio or all the projects that you've done 
",,2024-08-20T08:10:41.792400Z,Bab ezzouar
39133605,Gérant Cyber Café ,"سسلام نحوس على واحد ايكون سيريو في خدمة و متمكن في الإعلام الالي معليش خبرة تكون قصيرة ميهمش 
ايكون من ليزونفيرو نتاع الحراش بلفور بوليو و لا كوريفة  من غير هدا المكان غير مقبول 
للمهتمين فقط و لناس لي تحب تخدم و شكرا
أوقـــــات العــــمـــل من 13مساء إلـــــى غـــــايـــــة ثامنة مساءا  
لــــمـن يـــهــــمـــه الأمــــــر الإتـــــصـــال بي و شـــــكــــرا ",,2023-12-31T08:52:48.386759Z,El harrach
39318545,مطور ,السلام عليكم شركة خاصة تبحث عن عاملة تخصص مطورة مواقع اليكتروني للعمل على تطوير موقع اليكتروني تكون من تيبازة ذات خبرة في مجال البرمجة.,1.0,2024-01-15T18:27:01.749820Z,Hadjout
43332692,Gérant Cyber ,"سلام نحوس على واحد ايكون سيريو في خدمة و متمكن في الإعلام الالي معليش خبرة تكون قصيرة ميهمش 
ايكون من ليزونفيرو نتاع الحراش بلفور بوليو و لا كوريفة  من غير هدا المكان غير مقبول 
للمهتمين فقط و لناس لي تحب تخدم و شكرا
أوقـــــات العــــمـــل من 13مساء إلـــــى غـــــايـــــة ثامنة مساءا  
لــــمـن يـــهــــمـــه الأمــــــر الإتـــــصـــال بي و شـــــكــــرا ",,2024-08-17T08:58:26.932919Z,El harrach
39804134,Ingénieur en informatique,"Nous recherchons un Ingénieur Informatique confirmé pour rejoindre notre équipe . Le candidat idéal aura entre 1et 3 ans d'expérience dans le domaine de l'informatique, des systèmes d'information et d'Internet, 
- Responsabilités
-Concevoir, développer et maintenir des systèmes informatiques 
- Gérer les projets liés aux systèmes d'information.
 - Assurer la sécurité et l'intégrité des données.
- Maîtrise des langages de programmation et des outils de développement
 - Solides compétences en gestion de projet.
 - Connaissance approfondie des systèmes d'information et de la sécurité informatique.",,2024-02-18T15:10:52.761541Z,Kouba
43396352, سلام عليكم محل للحواسيب نقالة ابحث عن تقني  باجر ممتاز في باب زوار,,40000.0,2024-08-21T09:38:55.233489Z,Bab ezzouar
43395300,Offre de Stage : Développement & Support,"Offre de Stage :
Nous recherchons un(e) stagiaire rémunéré(e) pour rejoindre notre équipe de développement, avec une possibilité de recrutement à l'issue du stage. Le stagiaire bénéficiera d'une formation sur nos outils de développement, et une connaissance de WinDev serait un atout. Il ou elle sera également formé(e) sur nos solutions internes afin d'assurer le support auprès de nos clients. Le travail peut s'effectuer à distance ou en présentiel. Si vous êtes intéressé(e), merci de transmettre votre CV à l'adresse suivante mentionnée.",,2024-08-21T08:41:26.275392Z,Oran
43332616,OPERATEUR  MACHINES DE REPROGRAPHIE,"COPY CENTER Sis A Blida  Ouled Yaich  (Ben Yamina) Lance Une Offre D’emploi Pour Les Concernes Ayant Un Niveau Scolaire Bac Et Qui Sont Exonérée De Service National
Habitant Blida Centre .Ouled Yaich, 
Ceux Qui Sont Intéressée Par Cette Offre Envoyer Nous Votre Cv  

   A  L’adresse  Mail Suivante : 
                                                                          ",,2024-08-17T08:55:09.537625Z,Ouled yaich
37967161,Technicien Informatique ,"DIGITAL COMPANY une entreprise dans le domaine informatique,  nous sommes à la recherche d'un Technicien Informatique qualifié pour rejoindre notre équipe dynamique.
- Profil recherché :
- Connaissance approfondie des systèmes d'exploitation courants;
- Compétences de dépannage technique solides ;
- Compétences en communication écrite et verbale ;
- Capacité à travailler de manière autonome et en équipe.
- Mission principale : En tant que Technicien Informatique, vous serez amené à 
-Diagnostiquer et résoudre les problèmes informatiques courants, notamment les problèmes matériels, logiciels et de réseau ;
-Gérer et maintenir le parc matériel (PC, Imprimante et scanner) et optimiser son utilisation ;Guider les utilisateurs dans l'utilisation des logiciels et des applications ;
-Contribuer à la maintenance et à la mise à jour du matériel informatique ;
-Assurer les restaurations et la maintenance du système d'exploitation des PC ;
-Veiller à la bonne documentation technique des actions entreprises.
-Avantages : En rejoignant notre équipe, vous bénéficierez de :
-Une stabilité de l'emploi avec un plan de carrière attractif.
-Nous avons hâte de vous accueillir au sein de notre équipe et de collaborer ensemble pour atteindre de nouveaux sommets dans le domaine informatique Cordialement,",,2023-10-05T21:29:26.419014Z,Kouba
43295928,Développeur web,"Mission :
-Développement et Maintenance : Concevoir, développer et maintenir des sites web performants et évolutifs sous WordPress, PrestaShop……...
-Intégration : intégrer des solutions adaptées aux besoins des clients.
-Optimisation : Améliorer la performance, la sécurité et l’expérience utilisateur des sites web.
-Collaboration : Travailler en étroite collaboration avec les designers, les chefs de projet pour assurer la cohérence des projets.
-Veille Technologique : Rester à jour avec les dernières tendances et technologies du web pour proposer des solutions innovantes.
Compétences Requises :
-Maîtrise de WordPress et PrestaShop : Connaissance approfondie du développement de thèmes, plugins, et des solutions e-commerce.
-Full Stack : Expertise en HTML5, CSS3, JavaScript, PHP, MySQL, et autres langages de programmation web.
-Frameworks & Outils : Expérience avec des frameworks front-end (React, Angular, Vue.js) et back-end (Laravel, Symfony), ainsi que des outils de versioning (Git).
-Analyse des données : Maitrise des outils d'analyse tel que Google Analytics 
-Expérience en e-commerce : Connaissance des pratiques de développement pour les plateformes e-commerce.
-Capacité d’analyse : Aptitude à diagnostiquer et résoudre des problèmes techniques complexes.
-Autonomie et Organisation : Capacité à gérer plusieurs projets simultanément avec rigueur et efficacité.
Profil Recherché :
-Expérience : Minimum 3 à 5 ans d'expérience en développement web, avec une solide expérience en WordPress et PrestaShop.
-Esprit d’équipe : Capacité à travailler en équipe dans un environnement collaboratif et dynamique.
-Créativité et Innovation : Désir de repousser les limites techniques pour créer des solutions uniques
",,2024-08-15T08:06:51.901993Z,El achour
43380082,Logo design ,نبحث عن مصمم شعارات محترف لديه خبرة تزيد عن خمس سنوات. إذا كنت مهتماً، يرجى إرسال سيرتك الذاتية وأمثلة من أعمالك إلى البريد الإلكتروني الخاص بنا. سيتم القبول بناءً على جودة الشعارات التي ترسلها. التعامل سيكون عبر بريدي موب ، وستحصل على مقابل مالي لكل شعار تقوم بتصميمه.,1.0,2024-08-20T09:14:12.199244Z,Alger centre
43379992,مصمم ومبرمج مواقع,نبحث عن مصمم ومبرمج مواقع محترف لديه خبرة تزيد عن خمس سنوات. إذا كنت مهتماً، يرجى إرسال سيرتك الذاتية وأمثلة من أعمالك إلى البريد الإلكتروني الخاص بنا. سيتم القبول بناءً على جودة الأعمال التي ترسلها. التعامل سيكون عبر بريدي موب، وستحصل على مقابل مالي لكل مشروع تقوم بتنفيذه.,1.0,2024-08-20T09:09:50.427795Z,Alger centre
43379862,محرر مونتاج,نبحث عن محرر مونتاج محترف لديه خبرة تزيد عن خمس سنوات. إذا كنت مهتماً، يرجى إرسال سيرتك الذاتية وفيديو من أعمالك إلى البريد الإلكتروني الخاص بنا. سيتم القبول بناءً على جودة الفيديو الذي ترسله. التعامل سيكون عبر بريدي موب، وستحصل على مقابل مالي لكل فيديو تقوم بتحريره.,1.0,2024-08-20T09:01:49.669540Z,Alger centre
40193980,Gerant Magasin d'impression soir (12h-20h),"Magasin d'impression et de photocopie cherche un gérant : 
agent de saisie / gerant cyber cafe
                         *******************
âge : 20-25
sexe : homme
adresse : Alger centre
Compétence  : office , pdf , impression , internet 
                         ********************
horaire : 12h->20h  -  5j/7
Salaire : selon compétences 
                       ************************
envoyez votre cv sur l'adresse mail . merci .",1.0,2024-03-10T15:13:51.181900Z,Draria
38266401,commercial grand compte ,"chelia store est un magasin de vente de produit de plomberie et chauffage et outillage en ligne , dans le cadre delargir son presence dans le marche , on recherche un commercial grand compte 
prospecter des nouveau client 
Bien présenter l’entreprise 
Assurer un system de distribution 
Assurer la bien connaissance de l’entreprise du clients 
La personne doit avoir comme compétence 
Connaître les base de communication  
Connaître les base marketing     

Veuillez nous envoyer votre cv sur notre numéro ou e-mail  ",,2023-10-25T21:59:19.341644Z,Boumerdes
43356052,vendeur/agent commercial ,"Magasin d'impression et imprimerie recherche un agent commercial :
âge : 20-25
sexe : homme
adresse : draria ( de preference pret de draria parceque travail le soir jusqua 20h)
horaire : 12h->20h  -  5j/7 ( 
mission : reception client / impression / photocopie / gestion des commande
Compétence  : office , pdf , impression , internet 
                         ********************
Salaire : selon compétences 
                       ************************
envoyez votre cv sur l'adresse mail . merci .",,2024-08-18T16:13:26.439514Z,Draria
43348545,IT Specialist,"Job Announcement: IT Specialist
Join Our Team as an IT Specialist!

Are you a tech-savvy professional with a passion for managing digital platforms? Do you have a knack for creating seamless online experiences and ensuring a strong digital presence? If so, we want you on our team!

Position: IT Specialist
Location: Algiers
Employment Type: Full-Time Online

What You’ll Do:

Website Management: Oversee the design, development, and maintenance of our website; ensuring it is user-friendly, secure, and up-to-date.
Social Media Management: Create and manage engaging content across all our social media platforms, driving interaction and growth.
Digital Strategy: Develop and implement digital marketing strategies to enhance our online visibility and reach.
Technical Support: Provide technical support for our team; ensuring the smooth operation of all digital tools and platforms.
What We’re Looking For:

Experience: Proven experience in website management, social media strategy, and digital marketing.
Skills: Strong knowledge of web development, SEO, content management systems, and digital tools.
Communication: Fluent in English with excellent communication skills, both written and verbal.
Proactive: A self-starter who is always looking for ways to improve our digital presence and solve problems before they arise.
Why Join Us?

Innovative Environment: Work in a dynamic, fast-paced environment where your ideas matter.
Growth Opportunities: We are committed to your professional development and provide opportunities for growth.
Impact: Play a key role in shaping the digital face of our company; connecting with a global audience.
How to Apply:

If you’re ready to take the next step in your IT career and make a significant impact, we’d love to hear from you! Please send your resume and a cover letter to : 
 with the subject line ""IT Specialist Application.",,2024-08-18T09:12:28.369551Z,Bab ezzouar
43337596,Photography ,"سلام عليكم 
خاوتي خصني فوطوغراف"" ماشي لازم يكون بروفيسيونال"" المهم يعرف أساسيات التصوير وحاب يطور
مكان العمل:العاصمة
العمر : 19 فما فوق 
الإقامة لاتوجد",60.0,2024-08-17T13:40:42.198720Z,Bab ezzouar
40328314,gerant cyber cafe SOIR,"Magasin d'impression et de photocopie cherche un gérant :
agent de saisie / gerant cyber cafe
*******************
âge : 20-25
horaire : 11h->19h
sexe : homme
adresse : bouzareah
Compétence : office , pdf , impression , internet
********************

Salaire : selon compétences
************************
ou envoyez votre cv sur l'adresse mail . merci .

 
",,2024-03-19T14:39:05.089804Z,Bouzareah
43334830,INGÉNIEUR HVAC,"Bonjour,
Nous sommes à la recherche d’un ingénieur HVAC.
Compétant et à l’aise avec les logiciels, avec une expérience d’au moins 5ans dans le domaine (étude et réalisation).
Pour un poste au niveau de nos bureaux sur chantier.
Veillez nous envoyer votre CV et votre lettre de motivation 
Merci",,2024-08-17T11:06:02.027560Z,Bab ezzouar
43333820,Clinique dentaire ,Cabinet dentaire situé à béni messous cherche une technicienne en informatique pour s’occuper d’un laboratoire digital ,45000.0,2024-08-17T10:06:40.851912Z,Beni messous
43315635,Responsable de service ,"Société basée en Afrique subsaharienne qui est un acteur majeur dans le secteur des services internet pour les professionnels recrute pour un poste en expatriation un responsable junior

Description du poste :
En tant que Responsable Junior du Service de Hotline, vous aurez pour mission de superviser une équipe de conseillers, d'assurer la qualité du service rendu et de veiller à la satisfaction des utilisateurs. Vous travaillerez en étroite collaboration avec les équipes techniques et ingénieurs et les autres départements pour résoudre les problèmes et améliorer l'expérience client.

Missions principales :
Monitoring
Encadrer et former une équipe de conseillers hotline.
Assurer le suivi des demandes clients et la résolution des problèmes techniques.
Analyser les indicateurs de performance et mettre en place des actions d'amélioration.
Élaborer et mettre à jour la documentation et les procédures internes.
Participer à la gestion des escalades et aux situations complexes.
Collaborer avec les équipes techniques pour garantir une compréhension parfaite des produits et services offerts.

Profil recherché :
Diplôme Bac +2 minimum, de préférence dans le domaine de l'informatique, de la relation client, ou des télécommunications.
Expérience en gestion de service client ou en hotline, même en stage ou alternance.
Excellentes compétences en communication et capacité à travailler en équipe.
Sens de l'écoute, réactivité et esprit d'analyse.
Maîtrise des outils informatiques et expérimenté dans l'utilisation de logiciels de gestion de la relation client.

Ce que nous offrons :
Salaire motivant
Logement de fonction
Véhicule de service
Un billet d'avion aller-retour par an
Prise en charge des frais médicaux
Un environnement dynamique et stimulant.
Des possibilités d’évolution au sein de l’entreprise.
Une formation continue et des opportunités de développement professionnel.
Une ambiance de travail conviviale et axée sur le bien-être des employés.
Si vous êtes passionné par le service client et souhaitez rejoindre une entreprise en pleine expansion, envoyez votre CV  [afriquerecrutement17@gmail.com] avec la référence ""Responsable Junior Hotline"" dans l'objet.

",,2024-08-16T08:53:57.495964Z,Niger
34543095,Back Office,"-	Formation générale : Bac+
-	Diplôme requis : Informatique system d’information/Recherche opérationnel/ Math applique.
-	Très bonne maitrise Excel, Word, power point, réseau et Protocole de communication.
-	Avoir des capacités d’analyses les chiffres.
",,2022-12-15T07:29:54.665058Z,Birtouta
43060112,TECHNICIEN INSTALLATEUR DE GPS,"**Technicien Installateur de GPS**

**Description du Poste :**
La Société Sarl Eurosoft Algérie situé à Bordj el kiffen - Alger-
 Nous recherchons un Technicien Installateur de GPS motivé et compétent pour rejoindre notre équipe. Le candidat idéal sera responsable de l'installation, de la configuration et de la maintenance des systèmes GPS sur une variété de véhicules.

**Responsabilités :**
- Installer et configurer des systèmes GPS sur différents types de véhicules.
- Effectuer des diagnostics et résoudre les problèmes techniques liés aux installations GPS.
- Fournir des instructions et une formation de base aux utilisateurs sur l'utilisation des systèmes GPS.
- Collaborer avec l'équipe technique pour améliorer les processus d'installation et de maintenance.

**Qualifications :**
- Expérience préalable en installation de systèmes GPS ou dans un domaine technique similaire.
- Connaissances en électronique et en systèmes de navigation.
- Capacité à lire et interpréter des schémas techniques et des manuels d'installation.
- Bonnes compétences en communication et en service à la clientèle.
- Permis de conduire valide et mobilité pour se déplacer chez les clients.

**Profil Recherché :**
- Diplôme en électronique, informatique, ou un domaine connexe.
- Autonomie et sens de l'organisation.
- Capacité à travailler en équipe et à gérer les priorités.
- Flexibilité et disponibilité pour des déplacements fréquents.

**Ce que nous offrons :**
- Un environnement de travail dynamique et stimulant.
- une formation d'un mois sur les logiciels et l'installation des balises GPS.
- Un salaire compétitif.

**Comment Postuler :**
Si vous êtes passionné par les technologies GPS, veuillez envoyer votre CV à []

Nous avons hâte de vous rencontrer et de discuter de la façon dont vous pouvez contribuer à notre succès!
**Note**: Le candidat doit habiter au environs de bordj el kiffen Alger  
",,2024-08-04T18:37:18.427731Z,Bordj el kiffan
43259106,Développeur WordPress & Spécialiste SEO,"Nous recherchons un développeur WordPress et spécialiste SEO pour rejoindre notre équipe dynamique et contribuer à la croissance de notre présence en ligne.
Missions
En tant que Développeur WordPress & Spécialiste SEO, vous serez responsable de :
• Développement WordPress :
o Concevoir, développer et maintenir des sites web sous WordPress.
o Personnaliser des thèmes et plugins existants pour répondre aux besoins spécifiques.
o Assurer la compatibilité et la réactivité des sites sur tous les appareils.
• SEO :
o Optimiser les sites web pour les moteurs de recherche (SEO on-page et off-page).
o Mener des recherches de mots-clés et élaborer des stratégies de contenu.
o Suivre et analyser les performances SEO à l'aide d'outils comme Google Analytics et Google Search Console.
• Collaboration et support :
o Travailler en étroite collaboration avec les équipes marketing et design pour intégrer les meilleures pratiques SEO.
o Fournir un support technique et résoudre les problèmes liés aux sites web.
Comment postuler ?
Envoyez votre CV à [adresse e-mail]",,2024-08-13T14:36:29.120490Z,Rouiba
