ID,Title,Description,Price,Created At,City,Contract Type,Skills,Responsibilities
34211350,Monteur Vidéo,"Nous sommes à la recherche d'un monteur vidéo talentueux pour rejoindre notre équipe dynamique. Le candidat sera responsable de l'édition de vidéos pour diverses plates-formes, et devra donc monter et éditer des vidéos pour diverses plates-formes.

Exigences :

- Connaissance des logiciels d'édition vidéo tels que : Adobe Premiere Pro, Final Cut Pro, etc.
- Créativité
- Être à jour vis-à-vis des tendances social média 
- Connaissance des logiciels d'édition vidéo tels que : Adobe Premiere Pro, Final Cut Pro, etc.
- à travailler en équipe et à gérer plusieurs projets simultanément.
- Forte attention aux détails et habileté à travailler de manière autonome.

Si vous êtes passionné par la production vidéo et que vous avez une expérience solide en montage vidéo, nous serions ravis de vous avoir dans notre équipe. 

Pour postuler, veuillez envoyer votre CV, ainsi qu'un échantillon de vos réalisations vidéo à l'adresse e-mail communiquée.
",,2022-11-13T10:39:08.685032Z,Tizi ouzou,Not specified,"- Connaissance des logiciels d'édition vidéo tels que : Adobe Premiere Pro, Final Cut Pro, etc., - Créativité, - Être à jour vis-à-vis des tendances social média, - Connaissance des logiciels d'édition vidéo tels que : Adobe Premiere Pro, Final Cut Pro, etc., - à travailler en équipe et à gérer plusieurs projets simultanément., - Forte attention aux détails et habileté à travailler de manière autonome., Si vous êtes passionné par la production vidéo et que vous avez une expérience solide en montage vidéo, nous serions ravis de vous avoir dans notre équipe., Pour postuler, veuillez envoyer votre CV, ainsi qu'un échantillon de vos réalisations vidéo à l'adresse e-mail communiquée.",
42533057,Assistante ,"Nous recherchons une assistante administrative maîtrisant les outils informatiques word ,Excel …. basée près d'Aïn Benian, staoueli pour gérer la correspondance, préparer des rapports et soutenir nos opérations quotidiennes. Envoyez votre CV sur adresse mail ",,2024-07-08T20:12:40.214040Z,Ain benian,Not specified,,
42514117,طلبة إعلام آلي,"من أجل تدعيم فريق عملنا في الإعلام الآلي نبحث عن متخرجين جدد و طلبة في ميدان الإعلام الآلي بغرض التكوين و منح فرصة عمل
يرجى من المهتمين بالتكوين (مدة التكوين مدفوعة الأجر) أو العمل لدى مؤسستنا ترك معلوماتهم الخاصة  و سيتم الإتصال بهم في أقرب الآجال.
",,2024-07-08T06:51:37.055963Z,Alger centre,Not specified,,
42501430,Consultant en recrutement IT,"Tu cherches un job fun ? Nous recrutons des superstars de la vente ! Si tu as un ordinateur et de l’expérience en centres d’appel, c’est parti !

Les Petits Plus

 • Élocution parfaite en français
 • Expérience en centres d’appel
 • Motivation au top

Envoie-nous le CV sur WhatsApp et rejoins la team !
+33 7 58 43 16 31",35000.0,2024-07-07T13:53:24.692485Z,Bir el djir,Not specified,,
42279919,Dev web pour agence web marketing ,"Qualifications  :

Diplôme universitaire en marketing, en communication, en commerce ou dans un domaine connexe.
Expérience préalable dans le domaine du marketing digital, de préférence au sein d'une agence web.
Bonne compréhension des stratégies de marketing en ligne et des outils de mesure de la performance.
Compétences requises :

Capacité à gérer plusieurs projets en parallèle et à respecter les délais.
Excellentes compétences en communication écrite et verbale.
Maîtrise des outils de marketing digital tels que Google Analytics, les réseaux sociaux et les campagnes publicitaires en ligne.
Esprit créatif et capacité à proposer des idées innovantes pour promouvoir les clients de l'agence.

",75000.0,2024-06-26T15:33:11.474373Z,Bab ezzouar,Not specified,"Capacité à gérer plusieurs projets en parallèle et à respecter les délais., Excellentes compétences en communication écrite et verbale., Maîtrise des outils de marketing digital tels que Google Analytics, les réseaux sociaux et les campagnes publicitaires en ligne., Esprit créatif et capacité à proposer des idées innovantes pour promouvoir les clients de l'agence.",
42493027,Informatique commerce ,"Une opportunité d'emploi dans une entreprise commerciale qui emploie dans le domaine de la commercialisation, de la gestion de projets, etc. Plus de détails Prenez rendez-vous avec nous
",,2024-07-07T07:26:05.449760Z,Tipaza,Not specified,,
37684717,"Développeur Java EE, Spring Boot, et Angular ","🚀 Rejoignez notre équipe de développeurs passionnés ! 🚀
🌟 Icon Software® recrute un développeur Java EE, Spring Boot, et Angular ! 🌟
Qui sommes-nous ?Icon Software® est une Société de Services en Ingénierie Informatique (SSII) sise à Blida, spécialisée dans la création de solutions informatiques innovantes pour nos clients de premier plan. Notre équipe dédiée s'efforce constamment de repousser les limites de la technologie pour offrir des solutions de pointe.
Ce que nous recherchons :En tant que développeur Java EE, Spring Boot et Angular, vous ferez partie intégrante de notre équipe de développement, contribuant à la création de logiciels exceptionnels pour nos clients. Vous aurez l'occasion de travailler sur des projets stimulants et de collaborer avec des experts de l'industrie.

Exigences clés :
Expérience pratique en développement Java EE, Spring Boot et Angular.
Passion pour la programmation et la résolution de problèmes.
Capacité à travailler en équipe et à communiquer efficacement.
Désir d'apprendre et de rester à jour avec les dernières technologies.

Ce que nous offrons :
Un environnement de travail collaboratif et stimulant.
Des opportunités de développement professionnel.
La chance de travailler sur des projets variés et passionnants.
Une rémunération compétitive.
Une équipe enthousiaste et axée sur les résultats.
Comment postuler :Si vous êtes prêt à relever de nouveaux défis et à faire partie d'une équipe exceptionnelle, envoyez-nous votre CV à  avec pour objet ""Candidature Développeur Java EE, Spring Boot, Angular"". Nous sommes impatients de vous rencontrer et de découvrir votre talent !",,2023-09-16T18:18:56.761567Z,Blida,Not specified,"Expérience pratique en développement Java EE, Spring Boot et Angular., Passion pour la programmation et la résolution de problèmes., Capacité à travailler en équipe et à communiquer efficacement., Désir d'apprendre et de rester à jour avec les dernières technologies., Ce que nous offrons :, Un environnement de travail collaboratif et stimulant., Des opportunités de développement professionnel., La chance de travailler sur des projets variés et passionnants., Une rémunération compétitive., Une équipe enthousiaste et axée sur les résultats., Comment postuler :Si vous êtes prêt à relever de nouveaux défis et à faire partie d'une équipe exceptionnelle, envoyez-nous votre CV à  avec pour objet ""Candidature Développeur Java EE, Spring Boot, Angular"". Nous sommes impatients de vous rencontrer et de découvrir votre talent !",
42472342,création des vidéos wordpress et woocommerce sur YouTube,"une équipe de développeurs recherche quelqu'un pour créer des vidéos publicitaires sur YouTube concernant une extension de e-commerce sur wordpress et woocommerce, si vous êtes intéressé contacter nous et merci.",5000.0,2024-07-06T08:15:59.937531Z,Tizi ouzou,Not specified,,
42456539,Community Manager Telegram/Discord,"On recrute un Community Manager pour Telegram / Discord et qui peut aider notre équipe Marketing dans ses opérations sur les réseaux sociaux.
Le domaine étant Web3/Crypto/NFT.
Toute expérience est la bienvenue.",40000.0,2024-07-05T05:36:42.403506Z,Alger centre,Not specified,,
42311764,البحث عن مساعد(ة) - مكتب توثيق ,"مكتب توثيق بحسين داي امام مستشفى بارني يبحث عن مساعد او مساعدة يتقن استعمال الحاسوب حبذا لو يكون لديه خبرة ، يرجى ارسال السيرة الذاتية عبر
 الواتساب 
",,2024-06-28T10:50:28.940385Z,Hussein dey,Not specified,,
35274713,Magasin de matériel informatique cherche vendeur,"Magasin de matériel informatique et réparation a alger centre cherche vendeur sérieux et  avoir de l'expérience sur le domaine et maîtriser les outils informatiques.
Habitent a alger centre  ou a proximité des moyens de transports 
envoyer cv sur email.
(و لي مشي مهتم مكاله يبعت جزاكم الله خيرا)",,2023-02-23T11:37:54.985890Z,Alger centre,Not specified,,
42405820,Marketing ,"Working at home, condition:  to have laptop and higher internet access( 30mbps ) , a minimum experience en excel, good drive, work from 8 a.m. to 01 p.m :  5 hours/day . Working from 1 p.m. 22 p.m. the age from 19 to 35 years old.salaire motivant.",,2024-07-02T15:32:47.398694Z,Ain benian,Not specified,,
42394891,informatitien et communication,"entreprise privée recrute les profils suivants:
- ingenieur ou TS en informatique.
- ingenieur ou TS en communication.
qui maitrisent la langue arabe, francais, anglais et kabyle.
envoyez vos CV à l'adresse suivante: 
",,2024-07-02T08:18:26.765517Z,Bordj el bahri,Not specified,,
42388306,ingenieur,"une entreprise prive recrute pour son compte 
. un ingenieur ou TS en informatique 
. un ingenieur ou TS en communication
qui maitrisent  la langue arabe, francais, anglais et kabyle.
",,2024-07-01T19:19:02.921607Z,Bordj el bahri,Not specified,,
42387994,dévloppeur web,"imprtante société privé cherche un (e) dévoloppeur web pour un poste a temps plein
lieu de travail Bordj el bahri w alger",9.0,2024-07-01T19:05:44.352473Z,Bordj el bahri,Not specified,,
42379333,Création des careculim Veta et de lettre de motivation ,"Création des careculim Veta (en arabe, français et en anglais)
Proffesionel, canadien et américain 
Création des lettres de motivation.",,2024-07-01T13:25:40.433815Z,Beni ouartilene,Not specified,,
38103683,TS en informatique,"Societé privé spécialisée dans le domaine publicité cherche le profil suivant :
TS en Informatique
                    الرجاء عدم الاتصال في الهاتف و الاكتفاء بارسال السيرة الداتية في البريدالالكتروني 
                                                                        tel:                                    او في الواتساب ",,2023-10-15T12:21:43.228581Z,Ain benian,Not specified,,
42360925,Développeur Full Stack,"Description du poste :

Nous sommes à la recherche d'un Développeur Full Stack talentueux et passionné pour rejoindre notre équipe dynamique et innovante. Si vous êtes un expert en développement frontend et backend, et que vous avez de l'expérience avec les dernières technologies comme Next.js, React, Tailwind CSS, TypeScript, et Clerk, nous aimerions vous rencontrer !

Responsabilités :

Concevoir, développer et maintenir des applications web et mobiles robustes et performantes.

Travailler en étroite collaboration avec les équipes de conception, de produit et d'autres développeurs pour créer des expériences utilisateur exceptionnelles.

Développer des API RESTful et GraphQL pour la communication entre le frontend et le backend.

Assurer la mise en place de bases de données efficaces et optimisées.

Mettre en œuvre des pratiques de sécurité pour protéger les données et garantir la confidentialité.

Participer à la revue de code et aux tests pour garantir la qualité du code.

Automatiser les processus de développement et de déploiement en utilisant des outils CI/CD.

Rester à jour avec les dernières tendances et technologies du développement web et mobile.

Qualifications :

Expérience avérée en tant que Développeur Full Stack ou dans un rôle similaire.

Excellente maîtrise de Next.js et React pour le développement frontend.

Solide expérience en TypeScript pour un développement frontend et backend robuste et typé.

Connaissance approfondie de Tailwind CSS pour la conception d'interfaces utilisateur modernes et réactives.

Expérience avec Clerk pour l'authentification et la gestion des utilisateurs.

Solide expérience en développement backend avec Node.js, Python, Ruby, ou Java.

Bonne connaissance des bases de données SQL (PostgreSQL, MySQL) et NoSQL (MongoDB, Cassandra).

Familiarité avec les outils de conteneurisation et d'orchestration (Docker, Kubernetes).

Expérience avec les plateformes cloud (AWS, Azure, Google Cloud).

Compétence en gestion des versions de code avec Git.

Bonne compréhension des pratiques de sécurité web.

Compétences en résolution de problèmes et capacité à travailler de manière autonome et en équipe.

Excellentes capacités de communication et esprit d'équipe.

Atouts :

Expérience avec des outils de gestion de configuration (Ansible, Chef, Puppet).

Connaissance des technologies de microservices.

Expérience avec les technologies de serverless (AWS Lambda, Google Cloud Functions).

Certification en développement cloud ou DevOps.

Ce que nous offrons :

Un environnement de travail stimulant et collaboratif.

Opportunités de développement professionnel et de formation continue.

Rémunération compétitive et avantages sociaux attractifs.

Projets innovants utilisant les dernières technologies.

Possibilité de travailler sur des projets à fort impact dans un environnement multiculturel et international.

Si vous êtes passionné par le développement full stack et cherchez à travailler sur des projets innovants dans un environnement dynamique, nous sommes impatients de vous rencontrer !",,2024-06-30T17:17:02.154485Z,Cheraga,Not specified,"Excellentes capacités de communication et esprit d'équipe., Atouts :, Expérience avec des outils de gestion de configuration (Ansible, Chef, Puppet)., Connaissance des technologies de microservices., Expérience avec les technologies de serverless (AWS Lambda, Google Cloud Functions)., Certification en développement cloud ou DevOps., Ce que nous offrons :, Un environnement de travail stimulant et collaboratif., Opportunités de développement professionnel et de formation continue., Rémunération compétitive et avantages sociaux attractifs., Projets innovants utilisant les dernières technologies., Possibilité de travailler sur des projets à fort impact dans un environnement multiculturel et international., Si vous êtes passionné par le développement full stack et cherchez à travailler sur des projets innovants dans un environnement dynamique, nous sommes impatients de vous rencontrer !","Concevoir, développer et maintenir des applications web et mobiles robustes et performantes., Travailler en étroite collaboration avec les équipes de conception, de produit et d'autres développeurs pour créer des expériences utilisateur exceptionnelles., Développer des API RESTful et GraphQL pour la communication entre le frontend et le backend., Assurer la mise en place de bases de données efficaces et optimisées., Mettre en œuvre des pratiques de sécurité pour protéger les données et garantir la confidentialité., Participer à la revue de code et aux tests pour garantir la qualité du code., Automatiser les processus de développement et de déploiement en utilisant des outils CI/CD., Rester à jour avec les dernières tendances et technologies du développement web et mobile., Qualifications :, Expérience avérée en tant que Développeur Full Stack ou dans un rôle similaire., Excellente maîtrise de Next.js et React pour le développement frontend., Solide expérience en TypeScript pour un développement frontend et backend robuste et typé., Connaissance approfondie de Tailwind CSS pour la conception d'interfaces utilisateur modernes et réactives., Expérience avec Clerk pour l'authentification et la gestion des utilisateurs., Solide expérience en développement backend avec Node.js, Python, Ruby, ou Java., Bonne connaissance des bases de données SQL (PostgreSQL, MySQL) et NoSQL (MongoDB, Cassandra)., Familiarité avec les outils de conteneurisation et d'orchestration (Docker, Kubernetes)., Expérience avec les plateformes cloud (AWS, Azure, Google Cloud)., Compétence en gestion des versions de code avec Git., Bonne compréhension des pratiques de sécurité web."
38024145,Développeur Full Stack,"Nous sommes une startup en cours de lancement à la recherche d'un Développeur Full Stack talentueux pour rejoindre notre équipe dynamique.
Expérience requise: minimum 2 ans en développement Full Stack
Compétences techniques requises:
React
Django
Postgres
Docker
Stack MERN est un plus
Maîtrise d'Azure et AWS est un plus
Le candidat sélectionné devra être capable de travailler de manière autonome et de s'adapter rapidement à un environnement en évolution constante.
Nous offrons un salaire motivant, en adéquation avec l'expérience et les compétences du candidat retenu.
Si vous recherchez un défi stimulant dans une startup en pleine croissance, envoyez-nous votre CV",,2023-10-10T10:24:59.946521Z,Said hamdine,Not specified,"React, Django, Postgres, Docker, Stack MERN est un plus, Maîtrise d'Azure et AWS est un plus, Le candidat sélectionné devra être capable de travailler de manière autonome et de s'adapter rapidement à un environnement en évolution constante., Nous offrons un salaire motivant, en adéquation avec l'expérience et les compétences du candidat retenu., Si vous recherchez un défi stimulant dans une startup en pleine croissance, envoyez-nous votre CV",
40385202,"Développeur Application mobile - Spécialité Flutter,","En tant que Développeur Application mobile - Spécialité Flutter, vous aurez pour mission principale de concevoir et de développer des applications mobiles hautement performantes pour les plateformes iOS et Android. Vous travaillerez en étroite collaboration avec notre équipe de développeurs et de designers pour créer des solutions novatrices qui répondent aux attentes de nos clients.
Responsabilités
Développement d'applications mobiles en Flutter pour les plateformes iOS et Android.
Collaborer avec l'équipe de conception pour définir les fonctionnalités et l'interface utilisateur.
Intégration des API pour le fonctionnement backend des applications.
Maintenir et optimiser les performances des applications existantes.
Rester à jour avec les nouvelles tendances et technologies dans le développement d'applications mobiles.
Qualifications requises
Très bonne connaissance de Flutter et expérience dans le développement d'applications mobiles pour iOS et Android.
Expérience avec les principaux outils de versioning, en particulier Git.
Compétences en matière d'intégration d'API et de services web.
Capacité à travailler en équipe et à communiquer efficacement.
Sens de la créativité et de l'innovation.
Type de contrat
Contrat à durée indéterminée (CDI)
Comment postuler ?
Pour postuler à ce poste, veuillez envoyer votre CV et une lettre de motivation à travers notre plateforme de recrutement. Assurez-vous d'inclure des exemples de projets sur lesquels vous avez travaillé, en particulier ceux liés à Flutter pour iOS et Android. Nous avons hâte de découvrir comment vous pouvez contribuer au succès de notre équipe.
Salaire très motivant",,2024-03-23T08:28:35.941469Z,Hydra,Contrat à durée indéterminée (CDI),"Capacité à travailler en équipe et à communiquer efficacement., Sens de la créativité et de l'innovation., Type de contrat, Contrat à durée indéterminée (CDI), Comment postuler ?, Pour postuler à ce poste, veuillez envoyer votre CV et une lettre de motivation à travers notre plateforme de recrutement. Assurez-vous d'inclure des exemples de projets sur lesquels vous avez travaillé, en particulier ceux liés à Flutter pour iOS et Android. Nous avons hâte de découvrir comment vous pouvez contribuer au succès de notre équipe., Salaire très motivant","Développement d'applications mobiles en Flutter pour les plateformes iOS et Android., Collaborer avec l'équipe de conception pour définir les fonctionnalités et l'interface utilisateur., Intégration des API pour le fonctionnement backend des applications., Maintenir et optimiser les performances des applications existantes., Rester à jour avec les nouvelles tendances et technologies dans le développement d'applications mobiles., Qualifications requises, Très bonne connaissance de Flutter et expérience dans le développement d'applications mobiles pour iOS et Android., Expérience avec les principaux outils de versioning, en particulier Git."
42351415,Agent Commercial au profil informaticien,"À propos de l'entreprise :
Nous sommes une société spécialisée dans le domaine de fabrication et importations des équipements dans le domaine d’hydraulique et hydrocarbure.  
Description du poste :  
Nous sommes à la recherche d'un Agent Commercial dynamique et motivé pour rejoindre notre équipe. 
Le candidat idéal devra maîtriser les outils informatiques et posséder une bonne connaissance dans le domaine des réseaux.
Responsabilités :  
- Promouvoir et vendre les produits et services de l'entreprise.
- Identifier les opportunités commerciales et prospecter de nouveaux clients.
- Développer et maintenir des relations solides avec les clients existants.
- Assurer un suivi régulier des ventes, et une coordination logistique. 
- Préparer et présenter des rapports de vente.
- Assurer la bonne mise en marche des équipements informatiques et traiter les pannes. 
Exigences du poste : 
- Jeune motivé, avec un bon sens de communication.
- Connaissance en informatique, notamment dans le domaine des réseaux (Cisco, Windows Server, etc.).
- Profil commercial avec une capacité à atteindre les objectifs de vente.
- Résidant dans les alentours de Réghaia, Alger.
- Permis de conduite requis.
Qualifications :
- Expérience préalable dans un poste similaire est un plus.
- Capacité à travailler de manière autonome et en équipe.
- Excellentes compétences en communication et en négociation.
- Connaissance des outils ERP est un avantage.
Ce que nous offrons : 
- Un environnement de travail dynamique et stimulant.
- Des opportunités de développement professionnel.
Comment postuler :
Si vous êtes intéressé par cette opportunité et que vous répondez aux critères mentionnés, veuillez envoyer votre CV et une lettre de motivation à l'adresse suivante : g2h.recrutement@gmail.com.
Le mail doit être obligatoirement intitulé en objet : Agent commercial 


",,2024-06-30T10:21:55.171493Z,Reghaia,Not specified,"- Jeune motivé, avec un bon sens de communication., - Connaissance en informatique, notamment dans le domaine des réseaux (Cisco, Windows Server, etc.)., - Profil commercial avec une capacité à atteindre les objectifs de vente., - Résidant dans les alentours de Réghaia, Alger., - Permis de conduite requis., Qualifications :, - Expérience préalable dans un poste similaire est un plus., - Capacité à travailler de manière autonome et en équipe., - Excellentes compétences en communication et en négociation., - Connaissance des outils ERP est un avantage., Ce que nous offrons :, - Un environnement de travail dynamique et stimulant., - Des opportunités de développement professionnel., Comment postuler :, Si vous êtes intéressé par cette opportunité et que vous répondez aux critères mentionnés, veuillez envoyer votre CV et une lettre de motivation à l'adresse suivante : g2h.recrutement@gmail.com., Le mail doit être obligatoirement intitulé en objet : Agent commercial","- Promouvoir et vendre les produits et services de l'entreprise., - Identifier les opportunités commerciales et prospecter de nouveaux clients., - Développer et maintenir des relations solides avec les clients existants., - Assurer un suivi régulier des ventes, et une coordination logistique., - Préparer et présenter des rapports de vente., - Assurer la bonne mise en marche des équipements informatiques et traiter les pannes."
42196225,TECHNICIEN EN INFORMATIQUE,"
: عرض عمل

مِؤسستنا تبحث عن تقني في الاعلام الالي 

: الشروط

يقطن بوهران -

ذكر -

صاحب خبرة -

OFFRE DE TRAVAIL :

NOTRE ENTREPRISE CHERCHE UN TECHNICIEN EN INFORMATIQUE .

LES CONDITIONS :

Habit a Oran .
Homme .
Personne Expérimentée .
Envoie Vos C.V. Sur Notre E-mail ""entrepriseaviavet@gmail.com",,2024-06-23T10:51:02.633308Z,Misseghine,Not specified,,
42285365,Cyber Cafe,"مقهى انترنت Cyber Cafe يبحث عن عامل informaticien لتسيير المحل.
المكان: قسنطينة - علي منجلي
لمن يهمه الامر يرسل سيرته الذاتية CV  الى البريد التالي:
",1.0,2024-06-26T19:02:05.587782Z,El khroub,Not specified,,
35017397,cableur ,"offre d'emploi
Entreprise, spécialisée dans le réseaux téléphonique, informatique et électrique sise a Ouledfayet , est à la recherche d'un câbleur ou agent ayant des notions dans l’électricité pour renforcer son équipe. de préférence résidant à Ouled-Fayet ou ses environs immédiats.
Les personnes intéressées sont invités à soumettre leur CV ; par mail : 
",,2023-01-30T13:49:10.340270Z,Ouled fayet,Not specified,,
42227410,Développeur Web Junior,"Nous recherchons un Développeur Web Junior ( femme / homme ) talentueux et motivé pour rejoindre notre équipe dynamique. En tant que Développeur Web Junior, vous jouerez un rôle essentiel dans la conception, le développement et la maintenance de nos sites web. Vous serez chargé de créer des maquettes graphiques attrayantes et de réaliser le theming des sites web modernes en utilisant les dernières technologies.


Responsabilités :

Participer à la conception et au développement de sites web modernes et interactifs.
Créer des maquettes graphiques et des prototypes en collaboration avec l'équipe de design.
Intégrer les maquettes en utilisant des technologies de theming avancées pour assurer une expérience utilisateur optimale.
Développer et maintenir des applications web en utilisant PHP et le framework Laravel.
Utiliser les outils modernes de CSS pour créer des interfaces utilisateur réactives et esthétiquement plaisantes.
Collaborer étroitement avec les autres membres de l'équipe de développement pour assurer la qualité

Rester à jour avec les dernières tendances et technologies en matière de développement web.
Compétences requises :

Connaissance pratique de PHP et du framework Laravel.
Expérience avec les outils modernes de CSS .
Capacité à créer des maquettes graphiques et des prototypes fonctionnels.
Compréhension des principes de theming et de design réactif.
Bonnes compétences en HTML5, CSS3 et JavaScript.
Capacité à travailler en équipe et à communiquer efficacement.
Aptitude à résoudre les problèmes et à trouver des solutions créatives.
Esprit d'initiative et volonté d'apprendre et de se perfectionner continuellement.

Si vous êtes passionné par le développement web et que vous souhaitez démarrer votre carrière dans une entreprise innovante, nous serions ravis de vous rencontrer. Envoyez-nous votre CV et un portfolio de vos travaux à mindscomcontact@gmail.com pour postuler.
",,2024-06-24T16:18:05.602575Z,Dar el beida,Not specified,"Connaissance pratique de PHP et du framework Laravel., Expérience avec les outils modernes de CSS ., Capacité à créer des maquettes graphiques et des prototypes fonctionnels., Compréhension des principes de theming et de design réactif., Bonnes compétences en HTML5, CSS3 et JavaScript., Capacité à travailler en équipe et à communiquer efficacement., Aptitude à résoudre les problèmes et à trouver des solutions créatives., Esprit d'initiative et volonté d'apprendre et de se perfectionner continuellement., Si vous êtes passionné par le développement web et que vous souhaitez démarrer votre carrière dans une entreprise innovante, nous serions ravis de vous rencontrer. Envoyez-nous votre CV et un portfolio de vos travaux à mindscomcontact@gmail.com pour postuler.","Participer à la conception et au développement de sites web modernes et interactifs., Créer des maquettes graphiques et des prototypes en collaboration avec l'équipe de design., Intégrer les maquettes en utilisant des technologies de theming avancées pour assurer une expérience utilisateur optimale., Développer et maintenir des applications web en utilisant PHP et le framework Laravel., Utiliser les outils modernes de CSS pour créer des interfaces utilisateur réactives et esthétiquement plaisantes., Collaborer étroitement avec les autres membres de l'équipe de développement pour assurer la qualité, Rester à jour avec les dernières tendances et technologies en matière de développement web."
42215245,Agent de saisie ,"Bureau des visas et services informatiques situé à Boudouaou proche de la FAQ du droit cherche un travailleur qualifié habite à côté, homme ou femme qui a un bon niveau de français et anglais et qui maîtrise les outils d'informatique (Word, excel, power Point) , les sites et les plateformes online, les mises en page des mémoires.

Merci de nous envoyer vos CV professionnel à l'adresse email suivante : ",,2024-06-24T08:10:36.183552Z,Boudouaou,Not specified,,
41853589,SEO specialist ,"Societé privé cherche spécialiste SEO, vous serez responsable d'optimiser la présence en ligne de notre entreprise et d'augmenter notre visibilité sur les moteurs de recherche. Vous travaillerez en étroite collaboration avec notre équipe marketing pour développer et exécuter des stratégies SEO efficaces, visant à améliorer le classement de nos sites web et à générer un trafic organique de qualité.

Responsabilités :

Effectuer des audits SEO complets pour identifier les opportunités d'optimisation et les problèmes techniques sur nos sites web.
Développer et mettre en œuvre des stratégies de référencement on-page et off-page pour améliorer le classement et la visibilité des pages.
Effectuer une recherche de mots-clés approfondie pour cibler les requêtes pertinentes et générer du trafic qualifié.
Collaborer avec les équipes de contenu pour créer du contenu optimisé pour les moteurs de recherche.
Suivre et analyser les performances SEO à l'aide d'outils analytiques et de reporting, et recommander des ajustements stratégiques en conséquence.
Maintenir une veille constante sur les tendances et les évolutions de l'industrie SEO.
Exigences :

Expérience prouvée en tant que spécialiste SEO ou dans un rôle similaire, de préférence dans un environnement d'agence ou d'entreprise.
Connaissance approfondie des meilleures pratiques SEO et des algorithmes des moteurs de recherche.
Maîtrise des outils d'analyse SEO tels que Google Analytics, Google Search Console, SEMrush, Moz, etc.
Capacité démontrée à travailler de manière autonome et à gérer plusieurs projets simultanément.
Compétences en communication et en collaboration pour travailler efficacement avec des équipes interfonctionnelles.
Diplôme universitaire en marketing, en informatique ou dans un domaine connexe.",,2024-06-02T09:46:55.744252Z,Alger centre,Not specified,"Expérience prouvée en tant que spécialiste SEO ou dans un rôle similaire, de préférence dans un environnement d'agence ou d'entreprise., Connaissance approfondie des meilleures pratiques SEO et des algorithmes des moteurs de recherche., Maîtrise des outils d'analyse SEO tels que Google Analytics, Google Search Console, SEMrush, Moz, etc., Capacité démontrée à travailler de manière autonome et à gérer plusieurs projets simultanément., Diplôme universitaire en marketing, en informatique ou dans un domaine connexe.","Effectuer des audits SEO complets pour identifier les opportunités d'optimisation et les problèmes techniques sur nos sites web., Développer et mettre en œuvre des stratégies de référencement on-page et off-page pour améliorer le classement et la visibilité des pages., Effectuer une recherche de mots-clés approfondie pour cibler les requêtes pertinentes et générer du trafic qualifié., Collaborer avec les équipes de contenu pour créer du contenu optimisé pour les moteurs de recherche., Suivre et analyser les performances SEO à l'aide d'outils analytiques et de reporting, et recommander des ajustements stratégiques en conséquence., Maintenir une veille constante sur les tendances et les évolutions de l'industrie SEO."
35333093,Ingenieur en informatique (sénior),"Nous recherchons un(e) ingénieur(e) informatique senior pour développer et maintenir nos applications web. Si vous avez une solide expérience avec Laravel, de bonnes compétences en développement web, et êtes motivé(e) à travailler sur des projets innovants, envoyez votre CV à . Rejoignez-nous dès maintenant !",,2023-02-28T11:44:22.096636Z,Ouled fayet,Not specified,,
